Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign
SAFB,Q15424,0.196773328396031,#N/A,#N/A
NIT1,Q86X76,0.196641432617333,#N/A,#N/A
HAT1,O14929,0.196571393034178,#N/A,#N/A
GCLM,P48507,0.196487203314201,#N/A,#N/A
DUSP12,Q9UNI6,0.195458672603748,#N/A,#N/A
NOMO1,Q15155,0.194922742214073,#N/A,#N/A
CFAP20,Q9Y6A4,0.19478784704592,#N/A,#N/A
GNL3,Q9BVP2,0.194760662780721,#N/A,#N/A
RSL1D1,O76021,0.19401819802,#N/A,#N/A
STAMBP,O95630,0.193375568003208,#N/A,#N/A
NCOA5,Q9HCD5,0.192909570186442,#N/A,#N/A
PURB,Q96QR8,0.192613479070881,#N/A,#N/A
CSNK1A1,P48729,0.191945584825333,#N/A,#N/A
PPP1CC,P36873,0.191664146318744,#N/A,4.08095688240584
FLOT2,Q14254,0.191486323804594,#N/A,#N/A
GNA11,P29992,0.191365101787003,#N/A,#N/A
NDUFS7,O75251,0.191158992164846,#N/A,#N/A
CUSTOS,Q96C57,0.19115161759236,#N/A,#N/A
HMGN1,P05114,0.191065235570299,#N/A,#N/A
SLC43A3,Q8NBI5,0.190912045587892,#N/A,#N/A
GSK3B,P49841,0.190591867738203,#N/A,#N/A
SDAD1,Q9NVU7,0.190254055117779,#N/A,#N/A
CLGN,O14967,0.190049169538529,#N/A,#N/A
POR,P16435,0.189857414174383,#N/A,#N/A
NCAPG,Q9BPX3,0.189577070183351,#N/A,#N/A
FNTA,P49354,0.189364317004765,#N/A,#N/A
PQBP1,O60828,0.189291857036421,#N/A,#N/A
POLR2B,P30876,0.189273426221378,#N/A,#N/A
BROX,Q5VW32,0.189252930298689,#N/A,#N/A
RALA,P11233,0.188951833100101,#N/A,#N/A
PRPF31,Q8WWY3,0.188850932434411,#N/A,#N/A
ERGIC1,Q969X5,0.188642166509058,#N/A,#N/A
TACO1,Q9BSH4,0.188523960567793,#N/A,#N/A
PNPT1,Q8TCS8,0.188057840848197,#N/A,#N/A
CEP55,Q53EZ4,0.188035351839361,#N/A,#N/A
TGFB1I1,O43294,0.187244237696165,#N/A,#N/A
OGFOD1,Q8N543,0.1872018043425,#N/A,#N/A
MRPS27,Q92552,0.187159163108798,#N/A,#N/A
PYCR3,Q53H96,0.187012833568823,#N/A,#N/A
NDUFS6,O75380,0.186840068299668,#N/A,#N/A
NOP56,O00567,0.18625402105277,#N/A,#N/A
PRKACA,P17612,0.186222120829599,#N/A,#N/A
SLC39A14,Q15043,0.186136074627449,#N/A,#N/A
SCAMP1,O15126,0.185148741887585,#N/A,#N/A
MCRIP1,C9JLW8,0.184667858416846,#N/A,4.17113836390757
WASF2,Q9Y6W5,0.184636565338942,4.69474255417644,4.30582120499607
ARHGAP18,Q8N392,0.184526777801029,#N/A,#N/A
AKAP2,Q9Y2D5,0.184379530661577,#N/A,4.27100569657588
FOSL1,P15407,0.184238169680222,#N/A,#N/A
GPX4,P36969,0.184116368209236,#N/A,#N/A
SMAP1,Q8IYB5,0.184023955890164,#N/A,#N/A
SEC23A,Q15436,0.183901337430135,#N/A,#N/A
XPO5,Q9HAV4,0.183728386116147,#N/A,#N/A
MAD2L1,Q13257,0.183627671973371,#N/A,#N/A
ZFR,Q96KR1,0.183520284503284,#N/A,#N/A
CCN1,O00622,0.183133277861716,#N/A,#N/A
CTNNBL1,Q8WYA6,0.182547270700752,#N/A,#N/A
STK38,Q15208,0.182391197426487,#N/A,#N/A
ELOF1,P60002,0.181828347697854,#N/A,#N/A
NUP205,Q92621,0.180961428386165,#N/A,#N/A
ABCD3,P28288,0.180398474169407,#N/A,#N/A
RFC3,P40938,0.180373232463871,#N/A,#N/A
RNASEH2C,Q8TDP1,0.180321343227248,#N/A,#N/A
ENAH,Q8N8S7,0.180257636183776,5.02264375200227,4.64523275825131
IFIT2,P09913,0.180222412502388,#N/A,#N/A
LAMTOR5,O43504,0.179754423549726,#N/A,#N/A
H3-3B,P84243,0.179506641070315,#N/A,#N/A
TMX2,Q9Y320,0.179338122396399,#N/A,#N/A
MRPL1,Q9BYD6,0.178704130441518,#N/A,#N/A
FXR2,P51116,0.178554892202795,#N/A,#N/A
PPP3R1,P63098,0.17854161293101,#N/A,#N/A
NUMA1,Q14980,0.178489083921863,#N/A,#N/A
PAPSS1,O43252,0.17823234539511,#N/A,#N/A
ZFAND1,Q8TCF1,0.17790862105339,#N/A,#N/A
SYNJ2BP,P57105,0.17785627393995,#N/A,#N/A
KPNA3,O00505,0.17745359416587,#N/A,#N/A
IFI35,P80217,0.177406439642048,#N/A,#N/A
SNX12,Q9UMY4,0.177371228985362,#N/A,#N/A
UHRF1,Q96T88,0.177283203090403,#N/A,#N/A
NDUFS2,O75306,0.176979661972869,#N/A,#N/A
MOB4,Q9Y3A3,0.175630659258588,#N/A,#N/A
AASDHPPT,Q9NRN7,0.174751038932615,#N/A,#N/A
RNF126,Q9BV68,0.174538732501568,#N/A,#N/A
GNAI3,P08754,0.174422864392097,#N/A,#N/A
OCC1,Q8TAD7,0.174395497038308,4.76755816655322,4.62926385920681
THBS1,P07996,0.174052325748533,#N/A,#N/A
YAP1,P46937,0.173971178215478,#N/A,#N/A
KYNU,Q16719,0.17391086957545,#N/A,#N/A
NDUFA3,O95167,0.173722442439153,#N/A,#N/A
RNF40,O75150,0.173617811800115,#N/A,#N/A
SCAMP2,O15127,0.17358109300703,#N/A,#N/A
NME3,Q13232,0.172774294530051,#N/A,#N/A
DPP9,Q86TI2,0.17272244011978,#N/A,#N/A
SEC23B,Q15437,0.172657646563344,#N/A,#N/A
WDR26,Q9H7D7,0.172280024223068,#N/A,#N/A
SAP18,O00422,0.172222354655338,#N/A,#N/A
M6PR,P20645,0.171609533344284,#N/A,#N/A
PTGES2,Q9H7Z7,0.171304820001265,#N/A,#N/A
SLC7A1,P30825,0.171296229562914,#N/A,#N/A
ESYT2,A0FGR8,0.171222549405172,#N/A,#N/A
SRA1,Q9HD15,0.170536342921791,#N/A,#N/A
SFXN3,Q9BWM7,0.170377100664737,#N/A,#N/A
LZIC,Q8WZA0,0.169844470410359,#N/A,#N/A
COMMD9,Q9P000,0.169787905901502,#N/A,#N/A
FAM136A,Q96C01,0.169341264712601,#N/A,#N/A
RAB31,Q13636,0.169294177044244,#N/A,#N/A
SCYL1,Q96KG9,0.169155329249351,#N/A,#N/A
SCAMP3,O14828,0.168961173883762,#N/A,#N/A
CDK2,P24941,0.168737235178459,#N/A,#N/A
ADAM10,O14672,0.16866860981984,#N/A,#N/A
FKBP8,Q14318,0.16859462549035,#N/A,#N/A
ALDH16A1,Q8IZ83,0.168289650691737,#N/A,#N/A
ARHGAP29,Q52LW3,0.168079537481508,#N/A,#N/A
STX7,O15400,0.16804352196168,#N/A,#N/A
GSR,P00390,0.168000871996487,#N/A,#N/A
CHM,P24386,0.167589522596822,#N/A,#N/A
GNB4,Q9HAV0,0.167337572471766,#N/A,#N/A
USP15,Q9Y4E8,0.167237976239737,#N/A,#N/A
MRPL38,Q96DV4,0.166910187670378,#N/A,#N/A
ERAP1,Q9NZ08,0.166902549022545,#N/A,#N/A
XRCC4,Q13426,0.16614224222311,#N/A,#N/A
MRC2,Q9UBG0,0.166093539666324,#N/A,#N/A
ATG3,Q9NT62,0.16567057935973,#N/A,#N/A
ZNRD2,O60232,0.1654938923752,#N/A,#N/A
DUSP3,P51452,0.16542302863838,#N/A,#N/A
OSBP,P22059,0.165250740728814,#N/A,#N/A
LGALS8,O00214,0.164920556329,#N/A,#N/A
NUP107,P57740,0.164835059061498,#N/A,#N/A
MRPL54,Q6P161,0.164775762313302,#N/A,#N/A
PPM1B,O75688,0.164572614309169,#N/A,#N/A
HNRNPLL,Q8WVV9,0.163994582945775,#N/A,#N/A
COA6,Q5JTJ3,0.163987109963763,#N/A,#N/A
EIF2B4,Q9UI10,0.163344452715147,#N/A,#N/A
ACTG1,P63261,0.163344229488704,#N/A,#N/A
SHC1,P29353,0.163004298586255,#N/A,#N/A
PLS1,Q14651,0.16293517808087,#N/A,#N/A
GNS,P15586,0.16261421840129,#N/A,#N/A
ITGB4,P16144,0.162555803711522,#N/A,#N/A
PLRG1,O43660,0.162478437844761,#N/A,#N/A
ASF1A,Q9Y294,0.162268580877404,#N/A,#N/A
RRAS,P10301,0.162193975319969,#N/A,#N/A
NUP133,Q8WUM0,0.16210073917635,#N/A,#N/A
SH3GLB2,Q9NR46,0.162075442211609,#N/A,#N/A
ASDURF,L0R819,0.16202516048378,#N/A,#N/A
HTATIP2,Q9BUP3,0.16153641638357,#N/A,#N/A
PFKM,P08237,0.161367078800429,#N/A,#N/A
ARG2,P78540,0.161348919037707,#N/A,#N/A
SPAG7,O75391,0.161265481872586,#N/A,#N/A
POLR2E,P19388,0.161257095402812,#N/A,#N/A
DDX58,O95786,0.160897818068961,#N/A,#N/A
EPS15L1,Q9UBC2,0.160618922403436,#N/A,#N/A
PARP1,P09874,0.160397464308141,#N/A,#N/A
ASPH,Q12797,0.160388453671805,#N/A,#N/A
DYNLT3,P51808,0.160126648657679,#N/A,#N/A
MRPL19,P49406,0.159878827899052,#N/A,#N/A
NCLN,Q969V3,0.159544035212784,#N/A,#N/A
PAIP2,Q9BPZ3,0.15941559313358,#N/A,#N/A
TOLLIP,Q9H0E2,0.159311690873122,#N/A,#N/A
ANAPC7,Q9UJX3,0.159107529700757,#N/A,#N/A
SCRIB,Q14160,0.158895203873168,#N/A,#N/A
FHL2,Q14192,0.158748861311422,#N/A,#N/A
CDK6,Q00534,0.158615437010274,#N/A,#N/A
TNS3,Q68CZ2,0.158339672866863,#N/A,4.22727169047277
RPE,Q96AT9,0.158140982588023,#N/A,#N/A
PGP,A6NDG6,0.158024961658366,#N/A,#N/A
RAB13,P51153,0.15794110000758,#N/A,#N/A
MRPL9,Q9BYD2,0.157603287321075,#N/A,#N/A
NBDY,A0A0U1RRE5,0.157414783981831,#N/A,#N/A
PCBP3,P57721,0.15713866072501,#N/A,#N/A
CAVIN2,O95810,0.156902515982846,4.77163252684714,5.1576024853389
MTX2,O75431,0.156707709029491,#N/A,#N/A
DR1,Q01658,0.156553530698257,#N/A,#N/A
FBXO22,Q8NEZ5,0.156477808738451,#N/A,#N/A
CUL4B,Q13620,0.155842722894427,#N/A,#N/A
EEF1A2,Q05639,0.15573855195751,#N/A,#N/A
ZC3HAV1,Q7Z2W4,0.155706796701985,#N/A,#N/A
CSK,P41240,0.15562589733606,#N/A,#N/A
DERA,Q9Y315,0.155499243345496,#N/A,#N/A
NDC80,O14777,0.155397762547304,#N/A,#N/A
OPA1,O60313,0.155230508752924,#N/A,#N/A
RAPH1,Q70E73,0.155109395663305,5.12738245855261,5.04934519531042
THOC6,Q86W42,0.154847724585381,#N/A,#N/A
AAAS,Q9NRG9,0.154840442102471,#N/A,#N/A
UBR4,Q5T4S7,0.154300431435674,#N/A,#N/A
SERPINE1,P05121,0.154253098520625,#N/A,#N/A
AP1B1,Q10567,0.153980228887688,#N/A,#N/A
COG7,P83436,0.15389338062719,#N/A,#N/A
WBP2,Q969T9,0.153355118342616,#N/A,#N/A
GIT1,Q9Y2X7,0.153334134755787,#N/A,#N/A
ZFPL1,O95159,0.153314086988877,#N/A,#N/A
TRMT10C,Q7L0Y3,0.153113984699976,#N/A,#N/A
NIF3L1,Q9GZT8,0.15257990802803,#N/A,#N/A
MYO6,Q9UM54,0.152127743797603,#N/A,#N/A
KDM1A,O60341,0.152096079830806,#N/A,#N/A
PRKAA1,Q13131,0.151875928391336,#N/A,#N/A
DDA1,Q9BW61,0.151787577542419,#N/A,#N/A
NMI,Q13287,0.15131619235247,#N/A,#N/A
CCN2,P29279,0.15110109631374,#N/A,#N/A
ECI1,P42126,0.151088980070788,#N/A,#N/A
C12orf57,Q99622,0.150938898117344,#N/A,#N/A
UQCRQ,O14949,0.150746691799196,#N/A,#N/A
NOP2,P46087,0.150647784136664,#N/A,#N/A
MXRA7,P84157,0.15038220951942,#N/A,#N/A
DNPEP,Q9ULA0,0.150294529051056,#N/A,#N/A
MTREX,P42285,0.149942649708852,#N/A,#N/A
SEC23IP,Q9Y6Y8,0.149916858653127,#N/A,#N/A
ABCF3,Q9NUQ8,0.149798930038206,#N/A,#N/A
EDC4,Q6P2E9,0.149569038395603,#N/A,#N/A
PDCD4,Q53EL6,0.149321224205843,#N/A,#N/A
TPM1,P09493,0.149285747405503,#N/A,#N/A
UPP1,Q16831,0.148890056030954,#N/A,#N/A
HLA-A,P04439,0.148672005579135,#N/A,#N/A
PRPF38B,Q5VTL8,0.148526077982213,#N/A,#N/A
CORO7,P57737,0.148454136218579,#N/A,#N/A
PC,P11498,0.14808674509919,#N/A,#N/A
SPCS1,Q9Y6A9,0.148017101038574,#N/A,#N/A
NAPG,Q99747,0.148006422897494,#N/A,#N/A
CD2BP2,O95400,0.147728775648709,#N/A,#N/A
TMED1,Q13445,0.147488147977631,#N/A,#N/A
IDH3G,P51553,0.147196459753421,#N/A,#N/A
IGF2R,P11717,0.147050336903432,#N/A,#N/A
NHLRC2,Q8NBF2,0.147025453631141,#N/A,#N/A
PGM3,O95394,0.146865827030846,#N/A,#N/A
POLR2I,P36954,0.146058709439101,#N/A,#N/A
NUP155,O75694,0.145907234413623,#N/A,#N/A
NUDT19,A8MXV4,0.145800744527306,#N/A,#N/A
TRAPPC3,O43617,0.145486045520954,#N/A,#N/A
SMYD5,Q6GMV2,0.145330409448308,#N/A,#N/A
DKC1,O60832,0.145261620586757,#N/A,#N/A
CBR3,O75828,0.145204723231173,#N/A,#N/A
MRPL14,Q6P1L8,0.145041613606651,#N/A,#N/A
HBS1L,Q9Y450,0.144960811289675,#N/A,#N/A
FAM98A,Q8NCA5,0.144920982170793,#N/A,#N/A
MSRA,Q9UJ68,0.14488160071262,#N/A,#N/A
DSG2,Q14126,0.144740507356404,#N/A,#N/A
DIS3,Q9Y2L1,0.144638930256173,#N/A,#N/A
HIBCH,Q6NVY1,0.14383712369177,#N/A,#N/A
TOMM70,O94826,0.143769872883365,#N/A,#N/A
PPIC,P45877,0.143533255018443,#N/A,#N/A
MRPL21,Q7Z2W9,0.142943928178006,#N/A,#N/A
ALDOC,P09972,0.142890596800738,#N/A,#N/A
ALDH2,P05091,0.142814555093209,#N/A,#N/A
PNO1,Q9NRX1,0.142783690780253,#N/A,#N/A
TUBA3D,P0DPH8,0.142706962633095,#N/A,#N/A
PALLD,Q8WX93,0.142694100755016,#N/A,#N/A
EDIL3,O43854,0.142576557069142,#N/A,#N/A
PCYT2,Q99447,0.142532984287603,#N/A,#N/A
NUP88,Q99567,0.142514610947631,#N/A,#N/A
NEK9,Q8TD19,0.142035731021318,#N/A,#N/A
KPNA4,O00629,0.14191990585627,#N/A,#N/A
PICALM,Q13492,0.141840734763882,#N/A,#N/A
ARF5,P84085,0.141815927616032,#N/A,#N/A
NUDT15,Q9NV35,0.141561941699133,#N/A,#N/A
LCP1,P13796,0.141058379440413,#N/A,#N/A
STUB1,Q9UNE7,0.140535935054034,#N/A,#N/A
AIDA,Q96BJ3,0.140401796520355,#N/A,#N/A
ALDH3A2,P51648,0.140201870940934,#N/A,#N/A
MFF,Q9GZY8,0.139998803876715,#N/A,#N/A
UNC13D,Q70J99,0.139487604409712,#N/A,#N/A
RIDA,P52758,0.139039401592357,4.22886681655792,#N/A
EMG1,Q92979,0.139034004789734,#N/A,#N/A
AKR1A1,P14550,0.139003058513334,#N/A,#N/A
AP3S1,Q92572,0.138968814581608,#N/A,#N/A
OGA,O60502,0.138883126216353,#N/A,#N/A
CWC27,Q6UX04,0.138395451942914,#N/A,#N/A
ME1,P48163,0.138161454778211,#N/A,#N/A
CHERP,Q8IWX8,0.138152656768343,#N/A,4.14363258620607
CBX5,P45973,0.137705565128478,#N/A,#N/A
UBR7,Q8N806,0.137077512804468,#N/A,#N/A
HERC4,Q5GLZ8,0.13704380833155,#N/A,#N/A
WDR55,Q9H6Y2,0.136554763540327,#N/A,#N/A
DLGAP5,Q15398,0.136372001422206,#N/A,#N/A
NDUFA13,Q9P0J0,0.135874992746833,#N/A,#N/A
LSM14A,Q8ND56,0.135813277258364,#N/A,#N/A
ACADM,P11310,0.135718364204602,#N/A,#N/A
INTS3,Q68E01,0.135680013534793,#N/A,#N/A
PUS7,Q96PZ0,0.135285527493581,#N/A,#N/A
LNPEP,Q9UIQ6,0.135034162523301,#N/A,#N/A
BAG6,P46379,0.134887170416872,#N/A,#N/A
NEXN,Q0ZGT2,0.134755611459302,#N/A,#N/A
NCKAP1,Q9Y2A7,0.134651124333863,4.35791179372487,4.35616337466474
NEDD4,P46934,0.134543886064923,#N/A,#N/A
DCPS,Q96C86,0.134496180530317,#N/A,#N/A
BIN1,O00499,0.134080408638987,#N/A,#N/A
PLAU,P00749,0.134014649930469,#N/A,#N/A
SH3GLB1,Q9Y371,0.133770760030275,#N/A,#N/A
ANTXR2,P58335,0.133726050499788,#N/A,#N/A
GSDMD,P57764,0.133699674752233,#N/A,#N/A
NT5C2,P49902,0.133432259367583,#N/A,#N/A
TMEM165,Q9HC07,0.133317937989471,#N/A,#N/A
MRE11,P49959,0.133261169811894,#N/A,#N/A
UBAP2L,Q14157,0.13298983467835,#N/A,#N/A
PRPF38A,Q8NAV1,0.13220546495294,#N/A,#N/A
MRPL39,Q9NYK5,0.132087599749085,#N/A,#N/A
C7orf50,Q9BRJ6,0.132014243589002,#N/A,#N/A
RIPOR1,Q6ZS17,0.13197181002041,#N/A,#N/A
SEC63,Q9UGP8,0.131433460409294,#N/A,#N/A
CRABP2,P29373,0.131423824490705,#N/A,#N/A
CHMP3,Q9Y3E7,0.131336472612989,#N/A,#N/A
PKN2,Q16513,0.13121937575338,#N/A,#N/A
ITIH2,P19823,0.130976803023327,#N/A,#N/A
DNAAF10,Q96MX6,0.129847409469714,#N/A,#N/A
DNPH1,O43598,0.129781050461775,#N/A,#N/A
PITHD1,Q9GZP4,0.129654666246381,#N/A,#N/A
FADS2,O95864,0.129558552089081,#N/A,#N/A
RAD21,O60216,0.129490936674176,#N/A,#N/A
DEGS1,O15121,0.129390862648202,#N/A,#N/A
RPAP3,Q9H6T3,0.129148723872615,#N/A,#N/A
SEC61A2,Q9H9S3,0.128830182269663,#N/A,#N/A
MPC2,O95563,0.128819288187145,#N/A,#N/A
ECE1,P42892,0.128814840378119,#N/A,#N/A
PIP4K2A,P48426,0.128554572841525,#N/A,#N/A
SGSH,P51688,0.128172135446906,#N/A,#N/A
DDX50,Q9BQ39,0.127987785063929,#N/A,#N/A
CLPX,O76031,0.127951862098168,#N/A,#N/A
CRLF3,Q8IUI8,0.127944764090328,#N/A,#N/A
BCAR1,P56945,0.127241491401675,5.10974506342395,4.86068466358666
NIT2,Q9NQR4,0.127006966475058,#N/A,#N/A
ACAA1,P09110,0.126902986792612,#N/A,#N/A
PEX19,P40855,0.126724298671528,#N/A,#N/A
ARL6IP4,Q66PJ3,0.12670267909274,#N/A,#N/A
SLC25A6,P12236,0.12638770177352,#N/A,#N/A
TSSC4,Q9Y5U2,0.126368063834776,#N/A,#N/A
MMP14,P50281,0.126349586673811,#N/A,#N/A
NLN,Q9BYT8,0.126155526694569,#N/A,#N/A
TXN2,Q99757,0.12576290030532,#N/A,#N/A
LMAN2L,Q9H0V9,0.12565793727452,#N/A,#N/A
CARM1,Q86X55,0.125496669698418,#N/A,#N/A
NRBP1,Q9UHY1,0.12537713983132,#N/A,#N/A
MRPL16,Q9NX20,0.124617291807991,#N/A,#N/A
ARPIN,Q7Z6K5,0.124320837773533,#N/A,#N/A
MVK,Q03426,0.12430542290109,#N/A,#N/A
MRPL2,Q5T653,0.124215928205149,#N/A,#N/A
ILVBL,A1L0T0,0.124169662476247,#N/A,#N/A
MACROD1,Q9BQ69,0.124033821958361,#N/A,#N/A
LIN7C,Q9NUP9,0.123935933270216,#N/A,#N/A
DNAH8,Q96JB1,0.123716440620168,#N/A,#N/A
GMDS,O60547,0.123603260403923,#N/A,#N/A
MRPS26,Q9BYN8,0.123583198846547,#N/A,#N/A
SNRNP27,Q8WVK2,0.12332337056218,#N/A,#N/A
TERF2IP,Q9NYB0,0.123230159725494,#N/A,#N/A
NXF1,Q9UBU9,0.122879922363153,#N/A,#N/A
KPNA6,O60684,0.122663964168348,#N/A,#N/A
CD81,P60033,0.122611143711272,#N/A,#N/A
ARMT1,Q9H993,0.122276043671317,#N/A,#N/A
WDR5,P61964,0.122203175200413,#N/A,#N/A
NTPCR,Q9BSD7,0.121759268078973,#N/A,#N/A
SDHAF2,Q9NX18,0.121703130941097,#N/A,#N/A
SYMPK,Q92797,0.121631597905048,#N/A,#N/A
ATP5IF1,Q9UII2,0.121474322973708,#N/A,#N/A
STK10,O94804,0.121390601338991,#N/A,#N/A
RHOT2,Q8IXI1,0.121135274933722,#N/A,#N/A
LIMS1,P48059,0.121043414510255,#N/A,#N/A
LIN7A,O14910,0.120730803886803,#N/A,#N/A
POLR2D,O15514,0.120709418439867,#N/A,#N/A
GPRC5A,Q8NFJ5,0.120610195617886,#N/A,#N/A
MRPL23,Q16540,0.12058303324646,#N/A,#N/A
NUP58,Q9BVL2,0.120501569525097,#N/A,#N/A
BCAT2,O15382,0.120287189398904,#N/A,#N/A
SAP30BP,Q9UHR5,0.120094123937994,#N/A,#N/A
DIAPH1,O60610,0.120051574712821,5.09393900449239,5.20431273226745
ZMAT2,Q96NC0,0.119563826367433,#N/A,#N/A
RCOR1,Q9UKL0,0.119444716097872,#N/A,#N/A
DYNLL2,Q96FJ2,0.118892036760315,#N/A,#N/A
CCDC43,Q96MW1,0.118649715693088,#N/A,#N/A
DARS2,Q6PI48,0.118538359799091,#N/A,#N/A
LACTB,P83111,0.118528919497439,#N/A,4.14309768772794
SMARCA5,O60264,0.118410161372211,#N/A,#N/A
ASF1B,Q9NVP2,0.118390434626046,#N/A,#N/A
NDUFV2,P19404,0.118335825921172,#N/A,#N/A
LANCL2,Q9NS86,0.118266709459275,#N/A,#N/A
DOHH,Q9BU89,0.118041913015131,#N/A,#N/A
SPTLC1,O15269,0.117793896642218,#N/A,#N/A
MOGS,Q13724,0.117553477268133,#N/A,#N/A
RBMXL2,O75526,0.117506086326411,#N/A,#N/A
MYH10,P35580,0.117495221438794,#N/A,#N/A
KIF2A,O00139,0.117445841254957,#N/A,#N/A
SMN2,Q16637,0.117245186490503,#N/A,4.05464620847792
POP1,Q99575,0.116836284157668,#N/A,#N/A
EDC3,Q96F86,0.116830550639155,#N/A,#N/A
SLC25A10,Q9UBX3,0.116736582962568,#N/A,#N/A
RTF1,Q92541,0.116651987830481,#N/A,#N/A
REEP4,Q9H6H4,0.116509847429471,#N/A,#N/A
TSNAX,Q99598,0.116420668386559,#N/A,#N/A
AK6,Q9Y3D8,0.116272679120327,#N/A,#N/A
MRPL4,Q9BYD3,0.11626222284552,#N/A,#N/A
XPOT,O43592,0.115619178431396,#N/A,#N/A
ARMCX3,Q9UH62,0.115440820505253,#N/A,#N/A
RAD50,Q92878,0.115162998091301,#N/A,#N/A
PLOD1,Q02809,0.115072490998114,#N/A,#N/A
ACAD9,Q9H845,0.114956699386526,#N/A,#N/A
SERPINF2,P08697,0.114741790780938,#N/A,#N/A
RAB8B,Q92930,0.114529135314025,4.32384179142859,4.39409288422895
DDX24,Q9GZR7,0.114373613642605,#N/A,#N/A
DDX18,Q9NVP1,0.114209927614279,#N/A,#N/A
SDF2,Q99470,0.114077599157766,#N/A,#N/A
MRPL24,Q96A35,0.114001789808673,#N/A,#N/A
IFIT5,Q13325,0.113910871599277,#N/A,#N/A
ZMPSTE24,O75844,0.113750216047726,#N/A,#N/A
MT1E,P04732,0.113739180164635,#N/A,#N/A
CPSF3,Q9UKF6,0.113532408013142,#N/A,#N/A
TP53RK,Q96S44,0.11346470451741,#N/A,#N/A
GPSM3,Q9Y4H4,0.113459981440298,#N/A,#N/A
RAB5B,P61020,0.113437927615035,#N/A,#N/A
CUL1,Q13616,0.113201438964099,#N/A,#N/A
SNAPIN,O95295,0.113096693815448,#N/A,#N/A
MAP3K20,Q9NYL2,0.11309148553322,#N/A,#N/A
FHOD1,Q9Y613,0.112854779521654,#N/A,#N/A
SPC25,Q9HBM1,0.112819848793562,#N/A,#N/A
TOGARAM1,Q9Y4F4,0.112724710829284,#N/A,#N/A
NAA20,P61599,0.112530297649671,#N/A,#N/A
TK1,P04183,0.111837678740346,#N/A,#N/A
PSME3IP1,Q9GZU8,0.111720362985768,#N/A,#N/A
TSPAN4,O14817,0.11161269831362,#N/A,#N/A
FAHD2A,Q96GK7,0.111532952962165,#N/A,#N/A
NUP54,Q7Z3B4,0.111492369841384,#N/A,#N/A
RTN3,O95197,0.111275235623435,#N/A,#N/A
PPP4R1,Q8TF05,0.110936131990447,#N/A,#N/A
RP2,O75695,0.110593714718419,#N/A,#N/A
MOCS2,O96007,0.110566677506714,#N/A,#N/A
SYAP1,Q96A49,0.110161192989469,#N/A,#N/A
AK4,P27144,0.109962436767963,#N/A,#N/A
APBB1IP,Q7Z5R6,0.109746908576802,4.72324134533075,4.99802410175845
KPNA1,P52294,0.109720414042162,#N/A,#N/A
MRPS5,P82675,0.109630310927333,#N/A,#N/A
PWP1,Q13610,0.109457099558851,#N/A,#N/A
RNASEH2A,O75792,0.109451408304267,#N/A,#N/A
RHOC,P08134,0.109306448096497,#N/A,#N/A
MRPS10,P82664,0.109156606794235,#N/A,#N/A
GMPR2,Q9P2T1,0.108930579454691,#N/A,#N/A
CASP3,P42574,0.108870069837981,#N/A,#N/A
SETD7,Q8WTS6,0.108841849344092,#N/A,#N/A
HIBADH,P31937,0.108761328556405,#N/A,#N/A
NELFB,Q8WX92,0.108730421828343,#N/A,#N/A
U2SURP,O15042,0.108589030302271,#N/A,4.30285037962057
ACADSB,P45954,0.108532787569863,#N/A,#N/A
LPXN,O60711,0.108452671807314,#N/A,#N/A
ADD1,P35611,0.108258416460315,#N/A,#N/A
NUDT16,Q96DE0,0.108066423569508,#N/A,#N/A
METAP1,P53582,0.107981615075527,#N/A,#N/A
GPN1,Q9HCN4,0.107915222009774,#N/A,#N/A
MRPL32,Q9BYC8,0.107911801928964,#N/A,#N/A
NELFCD,Q8IXH7,0.107819273159417,#N/A,#N/A
NME7,Q9Y5B8,0.107819209731122,#N/A,#N/A
SSR3,Q9UNL2,0.107472941932787,#N/A,#N/A
CDC27,P30260,0.107456611833325,#N/A,#N/A
LUC7L,Q9NQ29,0.107291671186249,#N/A,#N/A
CCNK,O75909,0.107282740794024,5.53201493154997,5.60138305658864
RTCA,O00442,0.107268875189434,#N/A,#N/A
CD63,P08962,0.107151657321029,#N/A,#N/A
ASPSCR1,Q9BZE9,0.106949970169021,#N/A,#N/A
GTF2E2,P29084,0.10693713678793,#N/A,#N/A
PAXBP1,Q9Y5B6,0.106889537026917,#N/A,#N/A
TCEAL3,Q969E4,0.106860211878311,#N/A,#N/A
CDK2AP1,O14519,0.106831920706603,#N/A,#N/A
CAB39L,Q9H9S4,0.106794560683834,#N/A,#N/A
APOA1,P02647,0.106578800851191,#N/A,#N/A
PRAF2,O60831,0.106214879001181,#N/A,#N/A
CTNNB1,P35222,0.106181927372742,#N/A,#N/A
ERVK3-1,B3KNS4,0.105867374149014,#N/A,#N/A
BAIAP2,Q9UQB8,0.105801635597043,#N/A,#N/A
ADPRS,Q9NX46,0.105442490803875,#N/A,#N/A
MFAP1,P55081,0.105251499365473,#N/A,#N/A
MACF1,Q9UPN3,0.105163523266606,#N/A,#N/A
CDK5RAP3,Q96JB5,0.10490348792147,#N/A,#N/A
LAMTOR1,Q6IAA8,0.104872998786209,#N/A,#N/A
GID8,Q9NWU2,0.104320421235569,#N/A,#N/A
