gene_id,uniprot_id,[µM],pKapp,Kapp,complexome
MAGT1,Q9H0U3,0.198090825097481,,,
MPRIP,Q6WCQ1,0.197927313588426,,,
PSMG2,Q969U7,0.197778390875937,,,
FTL,P02792,0.197489633235222,,,
NUP43,Q8NFH3,0.197320047960887,,,
TMEM14C,Q9P0S9,0.197079436971436,,,
SAFB,Q15424,0.196773328396031,,,
NIT1,Q86X76,0.196641432617333,,,
HAT1,O14929,0.196571393034178,,,
GCLM,P48507,0.196487203314201,,,
DUSP12,Q9UNI6,0.195458672603748,,,
NOMO1,Q15155,0.194922742214073,,,
CFAP20,Q9Y6A4,0.19478784704592,,,
GNL3,Q9BVP2,0.194760662780721,,,
RSL1D1,O76021,0.19401819802,,,
STAMBP,O95630,0.193375568003208,,,
NCOA5,Q9HCD5,0.192909570186442,,,
PURB,Q96QR8,0.192613479070881,,,
CSNK1A1,P48729,0.191945584825333,,,
PPP1CC,P36873,0.191664146318744,4.08095688240584,82.99331607898803,0.00046619231903122227
FLOT2,Q14254,0.191486323804594,,,
GNA11,P29992,0.191365101787003,,,
NDUFS7,O75251,0.191158992164846,,,
CUSTOS,Q96C57,0.19115161759236,,,
HMGN1,P05114,0.191065235570299,,,
SLC43A3,Q8NBI5,0.190912045587892,,,
GSK3B,P49841,0.190591867738203,,,
SDAD1,Q9NVU7,0.190254055117779,,,
CLGN,O14967,0.190049169538529,,,
POR,P16435,0.189857414174383,,,
NCAPG,Q9BPX3,0.189577070183351,,,
FNTA,P49354,0.189364317004765,,,
PQBP1,O60828,0.189291857036421,,,
POLR2B,P30876,0.189273426221378,,,
BROX,Q5VW32,0.189252930298689,,,
RALA,P11233,0.188951833100101,,,
PRPF31,Q8WWY3,0.188850932434411,,,
ERGIC1,Q969X5,0.188642166509058,,,
TACO1,Q9BSH4,0.188523960567793,,,
PNPT1,Q8TCS8,0.188057840848197,,,
CEP55,Q53EZ4,0.188035351839361,,,
TGFB1I1,O43294,0.187244237696165,,,
OGFOD1,Q8N543,0.1872018043425,,,
MRPS27,Q92552,0.187159163108798,,,
PYCR3,Q53H96,0.187012833568823,,,
NDUFS6,O75380,0.186840068299668,,,
NOP56,O00567,0.18625402105277,,,
PRKACA,P17612,0.186222120829599,,,
SLC39A14,Q15043,0.186136074627449,,,
SCAMP1,O15126,0.185148741887585,,,
MCRIP1,C9JLW8,0.184667858416846,4.17113836390757,67.43131608923986,0.0005522923651284373
WASF2,Q9Y6W5,0.184636565338942,4.30582120499607,49.45142320008139,0.0007514157437782387
ARHGAP18,Q8N392,0.184526777801029,,,
AKAP2,Q9Y2D5,0.184379530661577,4.27100569657588,53.578962959467,0.0006929805594104721
FOSL1,P15407,0.184238169680222,,,
GPX4,P36969,0.184116368209236,,,
SMAP1,Q8IYB5,0.184023955890164,,,
SEC23A,Q15436,0.183901337430135,,,
XPO5,Q9HAV4,0.183728386116147,,,
MAD2L1,Q13257,0.183627671973371,,,
ZFR,Q96KR1,0.183520284503284,,,
CCN1,O00622,0.183133277861716,,,
CTNNBL1,Q8WYA6,0.182547270700752,,,
STK38,Q15208,0.182391197426487,,,
ELOF1,P60002,0.181828347697854,,,
NUP205,Q92621,0.180961428386165,,,
ABCD3,P28288,0.180398474169407,,,
RFC3,P40938,0.180373232463871,,,
RNASEH2C,Q8TDP1,0.180321343227248,,,
ENAH,Q8N8S7,0.180257636183776,4.64523275825131,22.63430906447859,0.001588517004803336
IFIT2,P09913,0.180222412502388,,,
LAMTOR5,O43504,0.179754423549726,,,
H3-3B,P84243,0.179506641070315,,,
TMX2,Q9Y320,0.179338122396399,,,
MRPL1,Q9BYD6,0.178704130441518,,,
FXR2,P51116,0.178554892202795,,,
PPP3R1,P63098,0.17854161293101,,,
NUMA1,Q14980,0.178489083921863,,,
PAPSS1,O43252,0.17823234539511,,,
ZFAND1,Q8TCF1,0.17790862105339,,,
SYNJ2BP,P57105,0.17785627393995,,,
KPNA3,O00505,0.17745359416587,,,
IFI35,P80217,0.177406439642048,,,
SNX12,Q9UMY4,0.177371228985362,,,
UHRF1,Q96T88,0.177283203090403,,,
NDUFS2,O75306,0.176979661972869,,,
MOB4,Q9Y3A3,0.175630659258588,,,
AASDHPPT,Q9NRN7,0.174751038932615,,,
RNF126,Q9BV68,0.174538732501568,,,
GNAI3,P08754,0.174422864392097,,,
OCC1,Q8TAD7,0.174395497038308,4.62926385920681,23.482057155505704,0.001482618095739241
THBS1,P07996,0.174052325748533,,,
YAP1,P46937,0.173971178215478,,,
KYNU,Q16719,0.17391086957545,,,
NDUFA3,O95167,0.173722442439153,,,
RNF40,O75150,0.173617811800115,,,
SCAMP2,O15127,0.17358109300703,,,
NME3,Q13232,0.172774294530051,,,
DPP9,Q86TI2,0.17272244011978,,,
SEC23B,Q15437,0.172657646563344,,,
WDR26,Q9H7D7,0.172280024223068,,,
SAP18,O00422,0.172222354655338,,,
M6PR,P20645,0.171609533344284,,,
PTGES2,Q9H7Z7,0.171304820001265,,,
SLC7A1,P30825,0.171296229562914,,,
ESYT2,A0FGR8,0.171222549405172,,,
SRA1,Q9HD15,0.170536342921791,,,
SFXN3,Q9BWM7,0.170377100664737,,,
LZIC,Q8WZA0,0.169844470410359,,,
COMMD9,Q9P000,0.169787905901502,,,
FAM136A,Q96C01,0.169341264712601,,,
RAB31,Q13636,0.169294177044244,,,
SCYL1,Q96KG9,0.169155329249351,,,
SCAMP3,O14828,0.168961173883762,,,
CDK2,P24941,0.168737235178459,,,
ADAM10,O14672,0.16866860981984,,,
FKBP8,Q14318,0.16859462549035,,,
ALDH16A1,Q8IZ83,0.168289650691737,,,
ARHGAP29,Q52LW3,0.168079537481508,,,
STX7,O15400,0.16804352196168,,,
GSR,P00390,0.168000871996487,,,
CHM,P24386,0.167589522596822,,,
GNB4,Q9HAV0,0.167337572471766,,,
USP15,Q9Y4E8,0.167237976239737,,,
MRPL38,Q96DV4,0.166910187670378,,,
ERAP1,Q9NZ08,0.166902549022545,,,
XRCC4,Q13426,0.16614224222311,,,
MRC2,Q9UBG0,0.166093539666324,,,
ATG3,Q9NT62,0.16567057935973,,,
ZNRD2,O60232,0.1654938923752,,,
DUSP3,P51452,0.16542302863838,,,
OSBP,P22059,0.165250740728814,,,
LGALS8,O00214,0.164920556329,,,
NUP107,P57740,0.164835059061498,,,
MRPL54,Q6P161,0.164775762313302,,,
PPM1B,O75688,0.164572614309169,,,
HNRNPLL,Q8WVV9,0.163994582945775,,,
COA6,Q5JTJ3,0.163987109963763,,,
EIF2B4,Q9UI10,0.163344452715147,,,
ACTG1,P63261,0.163344229488704,,,
SHC1,P29353,0.163004298586255,,,
PLS1,Q14651,0.16293517808087,,,
GNS,P15586,0.16261421840129,,,
ITGB4,P16144,0.162555803711522,,,
PLRG1,O43660,0.162478437844761,,,
ASF1A,Q9Y294,0.162268580877404,,,
RRAS,P10301,0.162193975319969,,,
NUP133,Q8WUM0,0.16210073917635,,,
SH3GLB2,Q9NR46,0.162075442211609,,,
ASDURF,L0R819,0.16202516048378,,,
HTATIP2,Q9BUP3,0.16153641638357,,,
PFKM,P08237,0.161367078800429,,,
ARG2,P78540,0.161348919037707,,,
SPAG7,O75391,0.161265481872586,,,
POLR2E,P19388,0.161257095402812,,,
DDX58,O95786,0.160897818068961,,,
EPS15L1,Q9UBC2,0.160618922403436,,,
PARP1,P09874,0.160397464308141,,,
ASPH,Q12797,0.160388453671805,,,
DYNLT3,P51808,0.160126648657679,,,
MRPL19,P49406,0.159878827899052,,,
NCLN,Q969V3,0.159544035212784,,,
PAIP2,Q9BPZ3,0.15941559313358,,,
TOLLIP,Q9H0E2,0.159311690873122,,,
ANAPC7,Q9UJX3,0.159107529700757,,,
SCRIB,Q14160,0.158895203873168,,,
FHL2,Q14192,0.158748861311422,,,
CDK6,Q00534,0.158615437010274,,,
TNS3,Q68CZ2,0.158339672866863,4.22727169047277,59.25545121701924,0.0005387046137421692
RPE,Q96AT9,0.158140982588023,,,
PGP,A6NDG6,0.158024961658366,,,
RAB13,P51153,0.15794110000758,,,
MRPL9,Q9BYD2,0.157603287321075,,,
NBDY,A0A0U1RRE5,0.157414783981831,,,
PCBP3,P57721,0.15713866072501,,,
CAVIN2,O95810,0.156902515982846,5.1576024853389,6.956607724560646,0.004352301928411073
MTX2,O75431,0.156707709029491,,,
DR1,Q01658,0.156553530698257,,,
FBXO22,Q8NEZ5,0.156477808738451,,,
CUL4B,Q13620,0.155842722894427,,,
EEF1A2,Q05639,0.15573855195751,,,
ZC3HAV1,Q7Z2W4,0.155706796701985,,,
CSK,P41240,0.15562589733606,,,
DERA,Q9Y315,0.155499243345496,,,
NDC80,O14777,0.155397762547304,,,
OPA1,O60313,0.155230508752924,,,
RAPH1,Q70E73,0.155109395663305,5.04934519531042,8.92595729503257,0.0033899316564829363
THOC6,Q86W42,0.154847724585381,,,
AAAS,Q9NRG9,0.154840442102471,,,
UBR4,Q5T4S7,0.154300431435674,,,
SERPINE1,P05121,0.154253098520625,,,
AP1B1,Q10567,0.153980228887688,,,
COG7,P83436,0.15389338062719,,,
WBP2,Q969T9,0.153355118342616,,,
GIT1,Q9Y2X7,0.153334134755787,,,
ZFPL1,O95159,0.153314086988877,,,
TRMT10C,Q7L0Y3,0.153113984699976,,,
NIF3L1,Q9GZT8,0.15257990802803,,,
MYO6,Q9UM54,0.152127743797603,,,
KDM1A,O60341,0.152096079830806,,,
PRKAA1,Q13131,0.151875928391336,,,
DDA1,Q9BW61,0.151787577542419,,,
NMI,Q13287,0.15131619235247,,,
CCN2,P29279,0.15110109631374,,,
ECI1,P42126,0.151088980070788,,,
C12orf57,Q99622,0.150938898117344,,,
UQCRQ,O14949,0.150746691799196,,,
NOP2,P46087,0.150647784136664,,,
MXRA7,P84157,0.15038220951942,,,
DNPEP,Q9ULA0,0.150294529051056,,,
MTREX,P42285,0.149942649708852,,,
SEC23IP,Q9Y6Y8,0.149916858653127,,,
ABCF3,Q9NUQ8,0.149798930038206,,,
EDC4,Q6P2E9,0.149569038395603,,,
PDCD4,Q53EL6,0.149321224205843,,,
TPM1,P09493,0.149285747405503,,,
UPP1,Q16831,0.148890056030954,,,
HLA-A,P04439,0.148672005579135,,,
PRPF38B,Q5VTL8,0.148526077982213,,,
CORO7,P57737,0.148454136218579,,,
PC,P11498,0.14808674509919,,,
SPCS1,Q9Y6A9,0.148017101038574,,,
NAPG,Q99747,0.148006422897494,,,
CD2BP2,O95400,0.147728775648709,,,
TMED1,Q13445,0.147488147977631,,,
IDH3G,P51553,0.147196459753421,,,
IGF2R,P11717,0.147050336903432,,,
NHLRC2,Q8NBF2,0.147025453631141,,,
PGM3,O95394,0.146865827030846,,,
POLR2I,P36954,0.146058709439101,,,
NUP155,O75694,0.145907234413623,,,
NUDT19,A8MXV4,0.145800744527306,,,
TRAPPC3,O43617,0.145486045520954,,,
SMYD5,Q6GMV2,0.145330409448308,,,
DKC1,O60832,0.145261620586757,,,
CBR3,O75828,0.145204723231173,,,
MRPL14,Q6P1L8,0.145041613606651,,,
HBS1L,Q9Y450,0.144960811289675,,,
FAM98A,Q8NCA5,0.144920982170793,,,
MSRA,Q9UJ68,0.14488160071262,,,
DSG2,Q14126,0.144740507356404,,,
DIS3,Q9Y2L1,0.144638930256173,,,
HIBCH,Q6NVY1,0.14383712369177,,,
TOMM70,O94826,0.143769872883365,,,
PPIC,P45877,0.143533255018443,,,
MRPL21,Q7Z2W9,0.142943928178006,,,
ALDOC,P09972,0.142890596800738,,,
ALDH2,P05091,0.142814555093209,,,
PNO1,Q9NRX1,0.142783690780253,,,
TUBA3D,P0DPH8,0.142706962633095,,,
PALLD,Q8WX93,0.142694100755016,,,
EDIL3,O43854,0.142576557069142,,,
PCYT2,Q99447,0.142532984287603,,,
NUP88,Q99567,0.142514610947631,,,
NEK9,Q8TD19,0.142035731021318,,,
KPNA4,O00629,0.14191990585627,,,
PICALM,Q13492,0.141840734763882,,,
ARF5,P84085,0.141815927616032,,,
NUDT15,Q9NV35,0.141561941699133,,,
LCP1,P13796,0.141058379440413,,,
STUB1,Q9UNE7,0.140535935054034,,,
AIDA,Q96BJ3,0.140401796520355,,,
ALDH3A2,P51648,0.140201870940934,,,
MFF,Q9GZY8,0.139998803876715,,,
UNC13D,Q70J99,0.139487604409712,,,
RIDA,P52758,0.139039401592357,,,
EMG1,Q92979,0.139034004789734,,,
AKR1A1,P14550,0.139003058513334,,,
AP3S1,Q92572,0.138968814581608,,,
OGA,O60502,0.138883126216353,,,
CWC27,Q6UX04,0.138395451942914,,,
ME1,P48163,0.138161454778211,,,
CHERP,Q8IWX8,0.138152656768343,4.14363258620607,71.84018032781243,0.0003882058545556788
CBX5,P45973,0.137705565128478,,,
UBR7,Q8N806,0.137077512804468,,,
HERC4,Q5GLZ8,0.13704380833155,,,
WDR55,Q9H6Y2,0.136554763540327,,,
DLGAP5,Q15398,0.136372001422206,,,
NDUFA13,Q9P0J0,0.135874992746833,,,
LSM14A,Q8ND56,0.135813277258364,,,
ACADM,P11310,0.135718364204602,,,
INTS3,Q68E01,0.135680013534793,,,
PUS7,Q96PZ0,0.135285527493581,,,
LNPEP,Q9UIQ6,0.135034162523301,,,
BAG6,P46379,0.134887170416872,,,
NEXN,Q0ZGT2,0.134755611459302,,,
NCKAP1,Q9Y2A7,0.134651124333863,4.35616337466474,44.03891649545291,0.000615443736077026
NEDD4,P46934,0.134543886064923,,,
DCPS,Q96C86,0.134496180530317,,,
BIN1,O00499,0.134080408638987,,,
PLAU,P00749,0.134014649930469,,,
SH3GLB1,Q9Y371,0.133770760030275,,,
ANTXR2,P58335,0.133726050499788,,,
GSDMD,P57764,0.133699674752233,,,
NT5C2,P49902,0.133432259367583,,,
TMEM165,Q9HC07,0.133317937989471,,,
MRE11,P49959,0.133261169811894,,,
UBAP2L,Q14157,0.13298983467835,,,
PRPF38A,Q8NAV1,0.13220546495294,,,
MRPL39,Q9NYK5,0.132087599749085,,,
C7orf50,Q9BRJ6,0.132014243589002,,,
RIPOR1,Q6ZS17,0.13197181002041,,,
SEC63,Q9UGP8,0.131433460409294,,,
CRABP2,P29373,0.131423824490705,,,
CHMP3,Q9Y3E7,0.131336472612989,,,
PKN2,Q16513,0.13121937575338,,,
ITIH2,P19823,0.130976803023327,,,
DNAAF10,Q96MX6,0.129847409469714,,,
DNPH1,O43598,0.129781050461775,,,
PITHD1,Q9GZP4,0.129654666246381,,,
FADS2,O95864,0.129558552089081,,,
RAD21,O60216,0.129490936674176,,,
DEGS1,O15121,0.129390862648202,,,
RPAP3,Q9H6T3,0.129148723872615,,,
SEC61A2,Q9H9S3,0.128830182269663,,,
MPC2,O95563,0.128819288187145,,,
ECE1,P42892,0.128814840378119,,,
PIP4K2A,P48426,0.128554572841525,,,
SGSH,P51688,0.128172135446906,,,
DDX50,Q9BQ39,0.127987785063929,,,
CLPX,O76031,0.127951862098168,,,
CRLF3,Q8IUI8,0.127944764090328,,,
BCAR1,P56945,0.127241491401675,4.86068466358666,13.782098085600394,0.0018290085026038128
NIT2,Q9NQR4,0.127006966475058,,,
ACAA1,P09110,0.126902986792612,,,
PEX19,P40855,0.126724298671528,,,
ARL6IP4,Q66PJ3,0.12670267909274,,,
SLC25A6,P12236,0.12638770177352,,,
TSSC4,Q9Y5U2,0.126368063834776,,,
MMP14,P50281,0.126349586673811,,,
NLN,Q9BYT8,0.126155526694569,,,
TXN2,Q99757,0.12576290030532,,,
LMAN2L,Q9H0V9,0.12565793727452,,,
CARM1,Q86X55,0.125496669698418,,,
NRBP1,Q9UHY1,0.12537713983132,,,
MRPL16,Q9NX20,0.124617291807991,,,
ARPIN,Q7Z6K5,0.124320837773533,,,
MVK,Q03426,0.12430542290109,,,
MRPL2,Q5T653,0.124215928205149,,,
ILVBL,A1L0T0,0.124169662476247,,,
MACROD1,Q9BQ69,0.124033821958361,,,
LIN7C,Q9NUP9,0.123935933270216,,,
DNAH8,Q96JB1,0.123716440620168,,,
GMDS,O60547,0.123603260403923,,,
MRPS26,Q9BYN8,0.123583198846547,,,
SNRNP27,Q8WVK2,0.12332337056218,,,
TERF2IP,Q9NYB0,0.123230159725494,,,
NXF1,Q9UBU9,0.122879922363153,,,
KPNA6,O60684,0.122663964168348,,,
CD81,P60033,0.122611143711272,,,
ARMT1,Q9H993,0.122276043671317,,,
WDR5,P61964,0.122203175200413,,,
NTPCR,Q9BSD7,0.121759268078973,,,
SDHAF2,Q9NX18,0.121703130941097,,,
SYMPK,Q92797,0.121631597905048,,,
ATP5IF1,Q9UII2,0.121474322973708,,,
STK10,O94804,0.121390601338991,,,
RHOT2,Q8IXI1,0.121135274933722,,,
LIMS1,P48059,0.121043414510255,,,
LIN7A,O14910,0.120730803886803,,,
POLR2D,O15514,0.120709418439867,,,
GPRC5A,Q8NFJ5,0.120610195617886,,,
MRPL23,Q16540,0.12058303324646,,,
NUP58,Q9BVL2,0.120501569525097,,,
BCAT2,O15382,0.120287189398904,,,
SAP30BP,Q9UHR5,0.120094123937994,,,
DIAPH1,O60610,0.120051574712821,5.20431273226745,6.247226725577538,0.0037082168224085166
ZMAT2,Q96NC0,0.119563826367433,,,
RCOR1,Q9UKL0,0.119444716097872,,,
DYNLL2,Q96FJ2,0.118892036760315,,,
CCDC43,Q96MW1,0.118649715693088,,,
DARS2,Q6PI48,0.118538359799091,,,
LACTB,P83111,0.118528919497439,4.14309768772794,71.92871674460955,0.00033274565894458874
SMARCA5,O60264,0.118410161372211,,,
ASF1B,Q9NVP2,0.118390434626046,,,
NDUFV2,P19404,0.118335825921172,,,
LANCL2,Q9NS86,0.118266709459275,,,
DOHH,Q9BU89,0.118041913015131,,,
SPTLC1,O15269,0.117793896642218,,,
MOGS,Q13724,0.117553477268133,,,
RBMXL2,O75526,0.117506086326411,,,
MYH10,P35580,0.117495221438794,,,
KIF2A,O00139,0.117445841254957,,,
SMN2,Q16637,0.117245186490503,4.05464620847792,88.17668987561368,0.0002687158723162497
POP1,Q99575,0.116836284157668,,,
EDC3,Q96F86,0.116830550639155,,,
SLC25A10,Q9UBX3,0.116736582962568,,,
RTF1,Q92541,0.116651987830481,,,
REEP4,Q9H6H4,0.116509847429471,,,
TSNAX,Q99598,0.116420668386559,,,
AK6,Q9Y3D8,0.116272679120327,,,
MRPL4,Q9BYD3,0.11626222284552,,,
XPOT,O43592,0.115619178431396,,,
ARMCX3,Q9UH62,0.115440820505253,,,
RAD50,Q92878,0.115162998091301,,,
PLOD1,Q02809,0.115072490998114,,,
ACAD9,Q9H845,0.114956699386526,,,
SERPINF2,P08697,0.114741790780938,,,
RAB8B,Q92930,0.114529135314025,4.39409288422895,40.355907300814685,0.0005711332239677347
DDX24,Q9GZR7,0.114373613642605,,,
DDX18,Q9NVP1,0.114209927614279,,,
SDF2,Q99470,0.114077599157766,,,
MRPL24,Q96A35,0.114001789808673,,,
IFIT5,Q13325,0.113910871599277,,,
ZMPSTE24,O75844,0.113750216047726,,,
MT1E,P04732,0.113739180164635,,,
CPSF3,Q9UKF6,0.113532408013142,,,
TP53RK,Q96S44,0.11346470451741,,,
GPSM3,Q9Y4H4,0.113459981440298,,,
RAB5B,P61020,0.113437927615035,,,
CUL1,Q13616,0.113201438964099,,,
SNAPIN,O95295,0.113096693815448,,,
MAP3K20,Q9NYL2,0.11309148553322,,,
FHOD1,Q9Y613,0.112854779521654,,,
SPC25,Q9HBM1,0.112819848793562,,,
TOGARAM1,Q9Y4F4,0.112724710829284,,,
NAA20,P61599,0.112530297649671,,,
TK1,P04183,0.111837678740346,,,
PSME3IP1,Q9GZU8,0.111720362985768,,,
TSPAN4,O14817,0.11161269831362,,,
FAHD2A,Q96GK7,0.111532952962165,,,
NUP54,Q7Z3B4,0.111492369841384,,,
RTN3,O95197,0.111275235623435,,,
PPP4R1,Q8TF05,0.110936131990447,,,
RP2,O75695,0.110593714718419,,,
MOCS2,O96007,0.110566677506714,,,
SYAP1,Q96A49,0.110161192989469,,,
AK4,P27144,0.109962436767963,,,
APBB1IP,Q7Z5R6,0.109746908576802,4.99802410175845,10.04560039316164,0.002149431432179938
KPNA1,P52294,0.109720414042162,,,
MRPS5,P82675,0.109630310927333,,,
PWP1,Q13610,0.109457099558851,,,
RNASEH2A,O75792,0.109451408304267,,,
RHOC,P08134,0.109306448096497,,,
MRPS10,P82664,0.109156606794235,,,
GMPR2,Q9P2T1,0.108930579454691,,,
CASP3,P42574,0.108870069837981,,,
SETD7,Q8WTS6,0.108841849344092,,,
HIBADH,P31937,0.108761328556405,,,
NELFB,Q8WX92,0.108730421828343,,,
U2SURP,O15042,0.108589030302271,4.30285037962057,49.79085917429671,0.00043959898399137387
ACADSB,P45954,0.108532787569863,,,
LPXN,O60711,0.108452671807314,,,
ADD1,P35611,0.108258416460315,,,
NUDT16,Q96DE0,0.108066423569508,,,
METAP1,P53582,0.107981615075527,,,
GPN1,Q9HCN4,0.107915222009774,,,
MRPL32,Q9BYC8,0.107911801928964,,,
NELFCD,Q8IXH7,0.107819273159417,,,
NME7,Q9Y5B8,0.107819209731122,,,
SSR3,Q9UNL2,0.107472941932787,,,
CDC27,P30260,0.107456611833325,,,
LUC7L,Q9NQ29,0.107291671186249,,,
CCNK,O75909,0.107282740794024,5.60138305658864,2.503899788109226,0.007754023424064949
RTCA,O00442,0.107268875189434,,,
CD63,P08962,0.107151657321029,,,
ASPSCR1,Q9BZE9,0.106949970169021,,,
GTF2E2,P29084,0.10693713678793,,,
PAXBP1,Q9Y5B6,0.106889537026917,,,
TCEAL3,Q969E4,0.106860211878311,,,
CDK2AP1,O14519,0.106831920706603,,,
CAB39L,Q9H9S4,0.106794560683834,,,
APOA1,P02647,0.106578800851191,,,
PRAF2,O60831,0.106214879001181,,,
CTNNB1,P35222,0.106181927372742,,,
ERVK3-1,B3KNS4,0.105867374149014,,,
BAIAP2,Q9UQB8,0.105801635597043,,,
ADPRS,Q9NX46,0.105442490803875,,,
MFAP1,P55081,0.105251499365473,,,
MACF1,Q9UPN3,0.105163523266606,,,
CDK5RAP3,Q96JB5,0.10490348792147,,,
LAMTOR1,Q6IAA8,0.104872998786209,,,
GID8,Q9NWU2,0.104320421235569,,,
AUP1,Q9Y679,0.104260306815006,,,
CYP20A1,Q6UW02,0.104104562872858,,,
AFG3L2,Q9Y4W6,0.104066014797738,,,
ADPGK,Q9BRR6,0.104054325801113,,,
P4HA2,O15460,0.103694403973946,,,
CWC15,Q9P013,0.10366496631201,,,
HCFC1,P51610,0.103554423010715,,,
FMNL1,O95466,0.103521303384542,,,
LEO1,Q8WVC0,0.103498217822112,,,
MFGE8,Q08431,0.103419399307127,,,
MLKL,Q8NB16,0.10295271473882,,,
NT5DC1,Q5TFE4,0.102895204905516,,,
CEP170,Q5SW79,0.102870745664745,,,
ACACA,Q13085,0.102359739522922,,,
OSBPL8,Q9BZF1,0.102143549220792,,,
TRMT6,Q9UJA5,0.101896069044331,,,
PRPSAP1,Q14558,0.101824624224709,,,
MTHFD2,P13995,0.101681912489537,,,
HMBS,P08397,0.10162927740929,,,
GSTM1,P09488,0.101382026331747,,,
MCAM,P43121,0.101005083698209,,,
PKN1,Q16512,0.10088636129861,,,
PEX14,O75381,0.100770820264977,,,
FAM3C,Q92520,0.10059702116286,,,
MRPL22,Q9NWU5,0.100505683338416,,,
PELO,Q9BRX2,0.100310160730709,,,
C3,P01024,0.100296516750176,,,
LANCL1,O43813,0.100172915100553,,,
LIPA,P38571,0.100112852737361,,,
SIPA1,Q96FS4,0.100019598455683,,,
FOXK1,P85037,0.0997808112575121,,,
PAF1,Q8N7H5,0.0997751854761688,,,
SCFD1,Q8WVM8,0.0997051420087686,,,
CTR9,Q6PD62,0.0995736748139545,,,
EXOSC1,Q9Y3B2,0.0995417965364836,,,
SH3KBP1,Q96B97,0.0994873960796069,4.85069347452304,14.102838269612112,0.0014009312200577995
SUN2,Q9UH99,0.0991979145578091,,,
YIPF3,Q9GZM5,0.0990803854899324,,,
PYGL,P06737,0.0989918777406802,,,
SLC38A1,Q9H2H9,0.098734960261719,,,
SP100,P23497,0.0985879610691556,,,
AGL,P35573,0.098532815815167,,,
ARAP1,Q96P48,0.0985071756657586,4.95612462194282,11.063062809312166,0.0017583812970469737
HSPA14,Q0VDF9,0.0984876887884735,,,
UBFD1,O14562,0.0984060125115539,,,
HDGFL2,Q7Z4V5,0.0979991482723579,,,
SAFB2,Q14151,0.0977585073427669,4.46208357103163,34.50773299189331,0.0005696432954671593
IRF2BP2,Q7Z5L9,0.0975539809331931,,,
SUPT6H,Q7KZ85,0.0974447918966768,,,
C9orf40,Q8IXQ3,0.0974163453797006,4.17071760080008,67.49667809594915,0.0002914392813195832
AHNAK2,Q8IVF2,0.0973759369773183,,,
POLD3,Q15054,0.0972442736300964,,,
BCAS2,O75934,0.0971716739605116,,,
DENND10,Q8TCE6,0.0970842093866297,,,
HYI,Q5T013,0.0970421361253466,,,
DDX20,Q9UHI6,0.0970254882162543,,,
PMPCB,O75439,0.0965551943730532,,,
DHCR24,Q15392,0.0965150074868244,,,
MKI67,P46013,0.0959625686488125,,,
IGFBP7,Q16270,0.0959153553515753,,,
AMPD2,Q01433,0.0955920556955787,,,
HNMT,P50135,0.0955370118425767,,,
LSM14B,Q9BX40,0.0955336890031837,,,
RABGGTA,Q92696,0.0953895499602056,,,
RRP12,Q5JTH9,0.0951876237973996,,,
SCARB2,Q14108,0.095050154720259,,,
DCUN1D5,Q9BTE7,0.0949750772344087,,,
KNSTRN,Q9Y448,0.0949347007182128,,,
RAC1,P63000,0.0947085510261057,,,
VPS25,Q9BRG1,0.0945905251673129,,,
EMC4,Q5J8M3,0.0944783866859403,,,
PPP1R18,Q6NYC8,0.0940902158161261,4.11348412199837,77.00445970191107,0.0002468783366325056
MRPL27,Q9P0M9,0.093786273619372,,,
ATP5MF,P56134,0.0936684487439762,,,
UBE2G2,P60604,0.0934787337291146,,,
POLR1G,O15446,0.0932136581245465,,,
AP1S2,P56377,0.0931958687506142,,,
ERLIN1,O75477,0.0930046964539577,,,
RFTN1,Q14699,0.0929079233975343,,,
CNIH4,Q9P003,0.0927685550028645,,,
POLD1,P28340,0.0927055743541201,,,
COPS7B,Q9H9Q2,0.0925927639610049,,,
NOP16,Q9Y3C1,0.0925005872715645,,,
OVCA2,Q8WZ82,0.09223865393861,,,
TAF15,Q92804,0.0920672904649709,,,
ISY1,Q9ULR0,0.0919188397806608,,,
CERT1,Q9Y5P4,0.0917263457865856,,,
PSMB9,P28065,0.0917142378375091,,,
HLA-DRB5,Q30154,0.0916982956708484,,,
H1-2,P16403,0.0916108724991518,,,
TM9SF2,Q99805,0.0915946455817424,,,
TACC1,O75410,0.0913107305699028,,,
OSBPL3,Q9H4L5,0.0912479000698361,,,
XPO7,Q9UIA9,0.0912440656103372,,,
NMD3,Q96D46,0.0912411280553742,,,
DBT,P11182,0.091236946698323,,,
TNPO2,O14787,0.091056210398529,,,
SCCPDH,Q8NBX0,0.0909396369875671,,,
MBD3,O95983,0.0908393496034448,,,
MPDU1,O75352,0.0907259856129243,,,
PSMG3,Q9BT73,0.0906605329959729,,,
EPN1,Q9Y6I3,0.0905478793625965,,,
TGOLN2,O43493,0.0904468002972661,,,
C19orf25,Q9UFG5,0.0903233300089012,,,
STXBP1,P61764,0.0902722906690405,,,
NFKB1,P19838,0.0898803160287106,,,
PTK2,Q05397,0.0897349356320746,4.23119216310292,58.72294625032184,0.00030840544412669146
KCMF1,Q9P0J7,0.0896072407230276,,,
SHMT1,P34896,0.0896053262709215,,,
NUDT4,Q9NZJ9,0.0895910428249315,,,
H1-4,P10412,0.0895193000676643,,,
SOAT1,P35610,0.0891989938146833,,,
WBP11,Q9Y2W2,0.0890898591104882,4.92281233246586,11.945041626526523,0.001476833660586152
